targetWord,age_group,pc,num_subjects
teapot,7,0.6666666666666666,12
teapot,8,0.8333333333333334,24
teapot,9,0.704225352112676,71
teapot,10,0.8809523809523809,42
teapot,11,0.7777777777777778,18
teapot,25,1,81
telescope,4,0,1
telescope,5,1,4
telescope,6,1,5
telescope,7,1,10
telescope,8,0.9130434782608695,46
telescope,9,0.8888888888888888,54
telescope,10,0.9777777777777777,45
telescope,11,0.9047619047619048,21
telescope,25,0.9846153846153847,65
thermos,3,0.75,4
thermos,4,0.5,2
thermos,5,0,1
thermos,6,0,1
thermos,7,0.4375,16
thermos,8,0.46808510638297873,47
thermos,9,0.4507042253521127,71
thermos,10,0.5471698113207547,53
thermos,11,0.47368421052631576,19
thermos,25,0.9390243902439024,82
treasure,3,0.5,2
treasure,4,0.5,4
treasure,5,1,4
treasure,6,1,7
treasure,7,0.9333333333333333,15
treasure,8,0.9375,48
treasure,9,0.96875,64
treasure,10,0.9259259259259259,54
treasure,11,0.8823529411764706,17
treasure,25,0.9692307692307692,65
trumpet,3,0.75,4
trumpet,4,1,3
trumpet,5,1,6
trumpet,6,1,3
trumpet,7,0.8181818181818182,11
trumpet,8,0.9761904761904762,42
trumpet,9,0.8333333333333334,60
trumpet,10,0.9302325581395349,43
trumpet,11,0.9411764705882353,17
trumpet,25,1,72
tulip,3,0.6666666666666666,3
tulip,4,0,1
tulip,5,0.5,2
tulip,6,1,5
tulip,7,0.8,10
tulip,8,0.6829268292682927,41
tulip,9,0.7534246575342466,72
tulip,10,0.7551020408163265,49
tulip,11,0.9,20
tulip,25,0.9880952380952381,84
turbine,3,0.3333333333333333,3
turbine,4,0.5,2
turbine,5,0.5,4
turbine,6,1,3
turbine,7,0.36363636363636365,11
turbine,8,0.6153846153846154,39
turbine,9,0.5555555555555556,63
turbine,10,0.717948717948718,39
turbine,11,0.4444444444444444,18
turbine,25,0.8923076923076924,65
turkey,3,0.4,5
turkey,4,1,3
turkey,5,1,3
turkey,6,1,1
turkey,7,1,11
turkey,8,0.9761904761904762,42
turkey,9,1,59
turkey,10,0.9375,48
turkey,11,1,21
turkey,25,1,70
turtle,3,0.75,4
turtle,4,0.75,4
turtle,5,1,3
turtle,6,1,5
turtle,7,1,10
turtle,8,0.9473684210526315,38
turtle,9,0.8518518518518519,54
turtle,10,0.9387755102040817,49
turtle,11,0.8571428571428571,21
turtle,25,0.9722222222222222,72
tuxedo,3,0.75,4
tuxedo,4,0.6,5
tuxedo,5,0.6,5
tuxedo,6,0.42857142857142855,7
tuxedo,7,0.5,16
tuxedo,8,0.5135135135135135,37
tuxedo,9,0.6268656716417911,66
tuxedo,10,0.4666666666666667,45
tuxedo,11,0.6666666666666666,15
tuxedo,25,0.9166666666666666,60
typewriter,3,0.5,4
typewriter,4,1,3
typewriter,5,1,4
typewriter,6,0.8,5
typewriter,7,0.9411764705882353,17
typewriter,8,0.8947368421052632,38
typewriter,9,0.828125,63
typewriter,10,0.8085106382978723,47
typewriter,11,0.9047619047619048,21
typewriter,25,1,64
watermelon,3,1,2
watermelon,4,1,2
watermelon,5,1,4
watermelon,6,0.5,2
watermelon,7,1,11
watermelon,8,0.9428571428571428,35
watermelon,9,0.9692307692307692,65
watermelon,10,0.918918918918919,37
watermelon,11,0.9047619047619048,21
watermelon,25,1,66
waterwheel,3,0,2
waterwheel,4,0.8,5
waterwheel,5,0.3333333333333333,3
waterwheel,6,0.8,5
waterwheel,7,0.8181818181818182,11
waterwheel,8,0.7272727272727273,44
waterwheel,9,0.7704918032786885,61
waterwheel,10,0.9322033898305084,59
waterwheel,11,1,16
waterwheel,25,0.967741935483871,62
